      AZ      EL   RANGE     LAT     LON     ALT  AP_LAT  AP_LON L_SHELL INV_LAT  ASPECT     CXR     CYR     CZR
  -94.00    6.00  880.00   41.61  -81.78  150.77   51.23  -78.74    2.62   51.84  103.76   -0.04   -0.97    0.24
  -94.00    6.00  890.00   41.60  -81.89  153.14   51.23  -78.90    2.62   51.84  103.90   -0.04   -0.97    0.24
  -94.00    6.00  900.00   41.58  -82.00  155.53   51.23  -79.06    2.62   51.84  104.04   -0.04   -0.97    0.24
  -94.00    6.00  910.00   41.56  -82.11  157.93   51.23  -79.22    2.62   51.84  104.17   -0.04   -0.97    0.24
  -94.00    6.00  920.00   41.55  -82.22  160.34   51.23  -79.38    2.62   51.84  104.31   -0.04   -0.97    0.25
  -94.00    6.00  930.00   41.53  -82.34  162.77   51.23  -79.54    2.62   51.83  104.44   -0.03   -0.97    0.25
  -94.00    6.00  940.00   41.51  -82.45  165.22   51.23  -79.70    2.62   51.83  104.58   -0.03   -0.97    0.25
  -94.00    6.00  950.00   41.50  -82.56  167.67   51.23  -79.86    2.62   51.83  104.72   -0.03   -0.97    0.25
  -94.00    6.00  960.00   41.48  -82.67  170.15   51.23  -80.02    2.62   51.83  104.85   -0.03   -0.97    0.26
  -94.00    6.00  970.00   41.46  -82.78  172.63   51.23  -80.17    2.62   51.82  104.99   -0.03   -0.97    0.26
  -94.00    6.00  980.00   41.44  -82.89  175.14   51.23  -80.33    2.62   51.82  105.12   -0.03   -0.97    0.26
  -94.00    6.00  990.00   41.43  -83.00  177.65   51.23  -80.49    2.62   51.82  105.26   -0.02   -0.96    0.26
  -94.00    6.00 1000.00   41.41  -83.11  180.18   51.22  -80.65    2.62   51.81  105.40   -0.02   -0.96    0.27
  -94.00    6.00 1010.00   41.39  -83.22  182.73   51.22  -80.81    2.62   51.81  105.53   -0.02   -0.96    0.27
  -94.00    6.00 1020.00   41.38  -83.33  185.28   51.22  -80.97    2.62   51.81  105.67   -0.02   -0.96    0.27
  -94.00    6.00 1030.00   41.36  -83.44  187.86   51.22  -81.12    2.62   51.80  105.80   -0.02   -0.96    0.27
  -94.00    6.00 1040.00   41.34  -83.55  190.44   51.22  -81.28    2.61   51.80  105.94   -0.01   -0.96    0.27
  -94.00    6.00 1050.00   41.32  -83.66  193.04   51.21  -81.44    2.61   51.79  106.07   -0.01   -0.96    0.28
  -94.00    6.00 1060.00   41.30  -83.77  195.66   51.21  -81.60    2.61   51.79  106.21   -0.01   -0.96    0.28
  -94.00    6.00 1070.00   41.29  -83.88  198.29   51.21  -81.75    2.61   51.78  106.34   -0.01   -0.96    0.28
  -94.00    6.00 1080.00   41.27  -83.99  200.93   51.21  -81.91    2.61   51.78  106.48   -0.01   -0.96    0.28
  -94.00    6.00 1090.00   41.25  -84.09  203.59   51.20  -82.07    2.61   51.77  106.61   -0.01   -0.96    0.29
  -94.00    6.00 1100.00   41.23  -84.20  206.26   51.20  -82.22    2.61   51.77  106.74   -0.00   -0.96    0.29
  -94.00    6.00 1110.00   41.21  -84.31  208.95   51.20  -82.38    2.61   51.76  106.88   -0.00   -0.96    0.29
  -94.00    6.00 1120.00   41.20  -84.42  211.65   51.19  -82.53    2.61   51.76  107.01    0.00   -0.96    0.29
  -94.00    6.00 1130.00   41.18  -84.53  214.36   51.19  -82.69    2.61   51.75  107.15    0.00   -0.96    0.29
  -94.00    6.00 1140.00   41.16  -84.64  217.09   51.19  -82.84    2.61   51.74  107.28    0.00   -0.95    0.30
  -94.00    6.00 1150.00   41.14  -84.75  219.83   51.18  -83.00    2.61   51.73  107.41    0.01   -0.95    0.30
  -94.00    6.00 1160.00   41.12  -84.85  222.59   51.18  -83.15    2.61   51.73  107.55    0.01   -0.95    0.30
  -94.00    6.00 1170.00   41.10  -84.96  225.36   51.17  -83.31    2.61   51.72  107.68    0.01   -0.95    0.30
  -94.00    6.00 1180.00   41.08  -85.07  228.14   51.17  -83.46    2.61   51.72  107.81    0.01   -0.95    0.31
  -94.00    6.00 1190.00   41.06  -85.18  230.94   51.16  -83.61    2.60   51.71  107.95    0.01   -0.95    0.31
  -94.00    6.00 1200.00   41.05  -85.28  233.75   51.16  -83.77    2.60   51.70  108.08    0.01   -0.95    0.31
  -94.00    6.00 1210.00   41.03  -85.39  236.58   51.15  -83.92    2.60   51.70  108.21    0.02   -0.95    0.31
  -94.00    6.00 1220.00   41.01  -85.50  239.41   51.15  -84.07    2.60   51.69  108.35    0.02   -0.95    0.31
  -94.00    6.00 1230.00   40.99  -85.60  242.27   51.14  -84.23    2.60   51.68  108.48    0.02   -0.95    0.32
  -94.00    6.00 1240.00   40.97  -85.71  245.14   51.14  -84.38    2.60   51.67  108.61    0.02   -0.95    0.32
  -94.00    6.00 1250.00   40.95  -85.82  248.02   51.13  -84.53    2.60   51.67  108.74    0.02   -0.95    0.32
  -94.00    6.00 1260.00   40.93  -85.92  250.91   51.12  -84.68    2.60   51.66  108.88    0.02   -0.95    0.32
  -94.00    6.00 1270.00   40.91  -86.03  253.82   51.12  -84.83    2.60   51.65  109.01    0.03   -0.95    0.33
  -94.00    6.00 1280.00   40.89  -86.14  256.74   51.11  -84.99    2.60   51.64  109.14    0.03   -0.94    0.33
  -94.00    6.00 1290.00   40.87  -86.24  259.68   51.11  -85.14    2.60   51.64  109.27    0.03   -0.94    0.33
  -94.00    6.00 1300.00   40.85  -86.35  262.63   51.10  -85.29    2.60   51.63  109.41    0.03   -0.94    0.33
  -94.00    6.00 1310.00   40.83  -86.45  265.59   51.09  -85.44    2.59   51.62  109.54    0.03   -0.94    0.33
  -94.00    6.00 1320.00   40.81  -86.56  268.57   51.09  -85.59    2.59   51.61  109.67    0.03   -0.94    0.34
  -94.00    6.00 1330.00   40.79  -86.66  271.56   51.08  -85.74    2.59   51.60  109.80    0.04   -0.94    0.34
  -94.00    6.00 1340.00   40.77  -86.77  274.56   51.07  -85.89    2.59   51.59  109.93    0.04   -0.94    0.34
  -94.00    6.00 1350.00   40.75  -86.87  277.58   51.07  -86.04    2.59   51.58  110.06    0.04   -0.94    0.34
  -94.00    6.00 1360.00   40.73  -86.98  280.62   51.06  -86.18    2.59   51.58  110.19    0.04   -0.94    0.35
  -94.00    6.00 1370.00   40.71  -87.08  283.66   51.05  -86.33    2.59   51.57  110.32    0.04   -0.94    0.35
  -94.00    6.00 1380.00   40.69  -87.19  286.72   51.04  -86.48    2.59   51.56  110.45    0.04   -0.94    0.35
  -94.00    6.00 1390.00   40.67  -87.29  289.79   51.03  -86.63    2.59   51.55  110.58    0.04   -0.94    0.35
  -94.00    6.00 1400.00   40.65  -87.39  292.88   51.03  -86.78    2.58   51.54  110.71    0.05   -0.93    0.35
  -94.00    6.00 1410.00   40.63  -87.50  295.98   51.02  -86.92    2.58   51.53  110.84    0.05   -0.93    0.36
  -94.00    6.00 1420.00   40.61  -87.60  299.09   51.01  -87.07    2.58   51.52  110.97    0.05   -0.93    0.36
  -94.00    6.00 1430.00   40.59  -87.71  302.22   51.00  -87.22    2.58   51.51  111.10    0.05   -0.93    0.36
  -94.00    6.00 1440.00   40.56  -87.81  305.36   50.99  -87.37    2.58   51.49  111.23    0.05   -0.93    0.36
  -94.00    6.00 1450.00   40.54  -87.91  308.51   50.98  -87.51    2.58   51.48  111.36    0.05   -0.93    0.36
  -94.00    6.00 1460.00   40.52  -88.02  311.68   50.98  -87.66    2.58   51.47  111.49    0.06   -0.93    0.37
  -94.00    6.00 1470.00   40.50  -88.12  314.86   50.97  -87.80    2.58   51.46  111.62    0.06   -0.93    0.37
  -94.00    6.00 1480.00   40.48  -88.22  318.06   50.96  -87.95    2.58   51.45  111.75    0.06   -0.93    0.37
  -94.00    6.00 1490.00   40.46  -88.32  321.26   50.95  -88.09    2.57   51.44  111.88    0.06   -0.93    0.37
  -94.00    6.00 1500.00   40.44  -88.43  324.48   50.94  -88.24    2.57   51.43  112.01    0.06   -0.93    0.37
  -94.00    6.00 1510.00   40.42  -88.53  327.72   50.93  -88.38    2.57   51.42  112.14    0.06   -0.92    0.38
  -94.00    6.00 1520.00   40.39  -88.63  330.97   50.92  -88.53    2.57   51.41  112.27    0.06   -0.92    0.38
  -94.00    6.00 1530.00   40.37  -88.73  334.23   50.91  -88.67    2.57   51.40  112.39    0.07   -0.92    0.38
  -94.00    6.00 1540.00   40.35  -88.84  337.50   50.90  -88.81    2.57   51.39  112.52    0.07   -0.92    0.38
  -94.00    6.00 1550.00   40.33  -88.94  340.79   50.89  -88.95    2.57   51.38  112.65    0.07   -0.92    0.39
  -94.00    6.00 1560.00   40.31  -89.04  344.09   50.88  -89.10    2.57   51.36  112.78    0.07   -0.92    0.39
  -94.00    6.00 1570.00   40.29  -89.14  347.40   50.87  -89.24    2.56   51.35  112.90    0.07   -0.92    0.39
  -94.00    6.00 1580.00   40.26  -89.24  350.73   50.86  -89.38    2.56   51.34  113.03    0.07   -0.92    0.39
  -94.00    6.00 1590.00   40.24  -89.34  354.07   50.85  -89.52    2.56   51.33  113.16    0.07   -0.92    0.39
  -94.00    6.00 1600.00   40.22  -89.44  357.42   50.84  -89.66    2.56   51.32  113.29    0.07   -0.92    0.40
  -94.00    6.00 1610.00   40.20  -89.54  360.79   50.83  -89.81    2.56   51.31  113.41    0.08   -0.91    0.40
  -94.00    6.00 1620.00   40.18  -89.64  364.17   50.82  -89.95    2.56   51.30  113.54    0.08   -0.91    0.40
  -94.00    6.00 1630.00   40.15  -89.74  367.56   50.81  -90.09    2.56   51.28  113.67    0.08   -0.91    0.40
  -94.00    6.00 1640.00   40.13  -89.84  370.97   50.80  -90.23    2.55   51.27  113.79    0.08   -0.91    0.40
  -94.00    6.00 1650.00   40.11  -89.94  374.39   50.79  -90.37    2.55   51.26  113.92    0.08   -0.91    0.41
  -94.00    6.00 1660.00   40.09  -90.04  377.82   50.78  -90.50    2.55   51.25  114.04    0.08   -0.91    0.41
  -94.00    6.00 1670.00   40.06  -90.14  381.27   50.76  -90.64    2.55   51.23  114.17    0.08   -0.91    0.41
  -94.00    6.00 1680.00   40.04  -90.24  384.72   50.75  -90.78    2.55   51.22  114.30    0.08   -0.91    0.41
  -94.00    6.00 1690.00   40.02  -90.34  388.20   50.74  -90.92    2.55   51.21  114.42    0.09   -0.91    0.41
  -94.00    6.00 1700.00   40.00  -90.44  391.68   50.73  -91.06    2.55   51.19  114.55    0.09   -0.91    0.42
  -94.00    6.00 1710.00   39.97  -90.54  395.18   50.72  -91.20    2.54   51.18  114.67    0.09   -0.90    0.42
  -94.00    6.00 1720.00   39.95  -90.64  398.69   50.71  -91.33    2.54   51.17  114.80    0.09   -0.90    0.42
  -94.00    6.00 1730.00   39.93  -90.74  402.21   50.70  -91.47    2.54   51.16  114.92    0.09   -0.90    0.42
  -94.00    6.00 1740.00   39.90  -90.84  405.75   50.68  -91.61    2.54   51.14  115.05    0.09   -0.90    0.42
  -94.00    6.00 1750.00   39.88  -90.94  409.30   50.67  -91.74    2.54   51.13  115.17    0.09   -0.90    0.43
  -94.00    6.00 1760.00   39.86  -91.03  412.86   50.66  -91.88    2.54   51.12  115.29    0.09   -0.90    0.43
  -94.00    6.00 1770.00   39.84  -91.13  416.43   50.65  -92.01    2.54   51.10  115.42    0.10   -0.90    0.43
  -94.00    6.00 1780.00   39.81  -91.23  420.02   50.63  -92.15    2.53   51.09  115.54    0.10   -0.90    0.43
  -94.00    6.00 1790.00   39.79  -91.33  423.62   50.62  -92.28    2.53   51.08  115.67    0.10   -0.90    0.43
  -94.00    6.00 1800.00   39.77  -91.42  427.23   50.61  -92.42    2.53   51.06  115.79    0.10   -0.89    0.44
  -94.00    6.00 1810.00   39.74  -91.52  430.86   50.60  -92.55    2.53   51.05  115.91    0.10   -0.89    0.44
  -94.00    6.00 1820.00   39.72  -91.62  434.50   50.59  -92.68    2.53   51.04  116.04    0.10   -0.89    0.44
  -94.00    6.00 1830.00   39.70  -91.72  438.15   50.57  -92.82    2.53   51.02  116.16    0.10   -0.89    0.44
  -94.00    6.00 1840.00   39.67  -91.81  441.81   50.56  -92.95    2.53   51.01  116.28    0.10   -0.89    0.44
  -94.00    6.00 1850.00   39.65  -91.91  445.49   50.55  -93.08    2.52   51.00  116.40    0.10   -0.89    0.44
  -94.00    6.00 1860.00   39.63  -92.01  449.18   50.53  -93.22    2.52   50.98  116.53    0.10   -0.89    0.45
  -94.00    6.00 1870.00   39.60  -92.10  452.88   50.52  -93.35    2.52   50.97  116.65    0.11   -0.89    0.45
  -94.00    6.00 1880.00   39.58  -92.20  456.59   50.51  -93.48    2.52   50.95  116.77    0.11   -0.89    0.45
  -94.00    6.00 1890.00   39.55  -92.29  460.32   50.49  -93.61    2.52   50.94  116.89    0.11   -0.89    0.45
  -94.00    6.00 1900.00   39.53  -92.39  464.06   50.48  -93.74    2.52   50.92  117.01    0.11   -0.88    0.45
  -94.00    6.00 1910.00   39.51  -92.49  467.81   50.47  -93.87    2.51   50.91  117.14    0.11   -0.88    0.46
  -94.00    6.00 1920.00   39.48  -92.58  471.58   50.46  -94.00    2.51   50.89  117.26    0.11   -0.88    0.46
  -94.00    6.00 1930.00   39.46  -92.68  475.35   50.44  -94.13    2.51   50.88  117.38    0.11   -0.88    0.46
  -94.00    6.00 1940.00   39.43  -92.77  479.14   50.43  -94.26    2.51   50.86  117.50    0.11   -0.88    0.46
  -94.00    6.00 1950.00   39.41  -92.87  482.94   50.41  -94.39    2.51   50.85  117.62    0.11   -0.88    0.46
  -94.00    6.00 1960.00   39.39  -92.96  486.76   50.40  -94.52    2.51   50.83  117.74    0.11   -0.88    0.47
  -94.00    6.00 1970.00   39.36  -93.06  490.59   50.39  -94.65    2.51   50.82  117.86    0.12   -0.88    0.47
  -94.00    6.00 1980.00   39.34  -93.15  494.43   50.37  -94.77    2.50   50.80  117.98    0.12   -0.88    0.47
  -94.00    6.00 1990.00   39.31  -93.24  498.28   50.36  -94.90    2.50   50.79  118.10    0.12   -0.87    0.47
  -94.00    6.00 2000.00   39.29  -93.34  502.14   50.35  -95.03    2.50   50.77  118.22    0.12   -0.87    0.47
  -94.00    6.00 2010.00   39.26  -93.43  506.02   50.33  -95.16    2.50   50.76  118.34    0.12   -0.87    0.47
  -94.00    6.00 2020.00   39.24  -93.53  509.91   50.32  -95.28    2.50   50.74  118.46    0.12   -0.87    0.48
  -94.00    6.00 2030.00   39.22  -93.62  513.81   50.30  -95.41    2.50   50.73  118.58    0.12   -0.87    0.48
  -94.00    6.00 2040.00   39.19  -93.71  517.72   50.29  -95.53    2.49   50.71  118.70    0.12   -0.87    0.48
  -94.00    6.00 2050.00   39.17  -93.81  521.65   50.28  -95.66    2.49   50.70  118.81    0.12   -0.87    0.48
  -94.00    6.00 2060.00   39.14  -93.90  525.59   50.26  -95.79    2.49   50.68  118.93    0.12   -0.87    0.48
  -94.00    6.00 2070.00   39.12  -93.99  529.54   50.25  -95.91    2.49   50.67  119.05    0.12   -0.87    0.49
  -94.00    6.00 2080.00   39.09  -94.08  533.50   50.23  -96.03    2.49   50.65  119.17    0.12   -0.86    0.49
  -94.00    6.00 2090.00   39.07  -94.18  537.47   50.22  -96.16    2.49   50.64  119.29    0.12   -0.86    0.49
  -94.00    6.00 2100.00   39.04  -94.27  541.46   50.21  -96.28    2.48   50.62  119.40    0.13   -0.86    0.49
  -94.00    6.00 2110.00   39.02  -94.36  545.46   50.19  -96.41    2.48   50.61  119.52    0.13   -0.86    0.49
  -94.00    6.00 2120.00   38.99  -94.45  549.47   50.18  -96.53    2.48   50.59  119.64    0.13   -0.86    0.49
  -94.00    6.00 2130.00   38.97  -94.55  553.49   50.16  -96.65    2.48   50.58  119.76    0.13   -0.86    0.50
  -94.00    6.00 2140.00   38.94  -94.64  557.53   50.15  -96.77    2.48   50.56  119.87    0.13   -0.86    0.50
  -94.00    6.00 2150.00   38.92  -94.73  561.57   50.13  -96.89    2.48   50.55  119.99    0.13   -0.86    0.50
  -94.00    6.00 2160.00   38.89  -94.82  565.63   50.12  -97.02    2.47   50.53  120.11    0.13   -0.86    0.50
  -94.00    6.00 2170.00   38.87  -94.91  569.70   50.10  -97.14    2.47   50.51  120.22    0.13   -0.85    0.50
  -94.00    6.00 2180.00   38.84  -95.00  573.79   50.09  -97.26    2.47   50.50  120.34    0.13   -0.85    0.51
  -94.00    6.00 2190.00   38.82  -95.09  577.88   50.07  -97.38    2.47   50.48  120.45    0.13   -0.85    0.51
  -94.00    6.00 2200.00   38.79  -95.18  581.99   50.06  -97.50    2.47   50.47  120.57    0.13   -0.85    0.51
  -94.00    6.00 2210.00   38.77  -95.27  586.11   50.04  -97.62    2.47   50.45  120.68    0.13   -0.85    0.51
  -94.00    6.00 2220.00   38.74  -95.36  590.24   50.03  -97.74    2.46   50.44  120.80    0.13   -0.85    0.51
  -94.00    6.00 2230.00   38.72  -95.45  594.38   50.01  -97.86    2.46   50.42  120.91    0.13   -0.85    0.51
  -94.00    6.00 2240.00   38.69  -95.54  598.54   50.00  -97.98    2.46   50.40  121.03    0.13   -0.85    0.52
  -94.00    6.00 2250.00   38.67  -95.63  602.70   49.98  -98.09    2.46   50.39  121.14    0.14   -0.85    0.52
  -94.00    6.00 2260.00   38.64  -95.72  606.88   49.97  -98.21    2.46   50.37  121.26    0.14   -0.84    0.52
  -94.00    6.00 2270.00   38.62  -95.81  611.07   49.95  -98.33    2.46   50.36  121.37    0.14   -0.84    0.52
  -94.00    6.00 2280.00   38.59  -95.90  615.27   49.94  -98.45    2.46   50.34  121.49    0.14   -0.84    0.52
  -94.00    6.00 2290.00   38.56  -95.99  619.49   49.92  -98.56    2.45   50.32  121.60    0.14   -0.84    0.52
  -94.00    6.00 2300.00   38.54  -96.08  623.71   49.91  -98.68    2.45   50.31  121.71    0.14   -0.84    0.53
  -94.00    6.00 2310.00   38.51  -96.17  627.95   49.89  -98.80    2.45   50.29  121.83    0.14   -0.84    0.53
  -94.00    6.00 2320.00   38.49  -96.26  632.20   49.88  -98.91    2.45   50.28  121.94    0.14   -0.84    0.53
  -94.00    6.00 2330.00   38.46  -96.35  636.46   49.86  -99.03    2.45   50.26  122.05    0.14   -0.84    0.53
  -94.00    6.00 2340.00   38.44  -96.44  640.73   49.85  -99.14    2.45   50.25  122.17    0.14   -0.83    0.53
  -94.00    6.00 2350.00   38.41  -96.52  645.02   49.83  -99.26    2.44   50.23  122.28    0.14   -0.83    0.53
  -94.00    6.00 2360.00   38.38  -96.61  649.31   49.82  -99.37    2.44   50.21  122.39    0.14   -0.83    0.54
  -94.00    6.00 2370.00   38.36  -96.70  653.62   49.80  -99.49    2.44   50.20  122.50    0.14   -0.83    0.54
  -94.00    6.00 2380.00   38.33  -96.79  657.94   49.79  -99.60    2.44   50.18  122.61    0.14   -0.83    0.54
  -94.00    6.00 2390.00   38.31  -96.87  662.27   49.77  -99.71    2.44   50.17  122.73    0.14   -0.83    0.54
  -94.00    6.00 2400.00   38.28  -96.96  666.61   49.76  -99.83    2.44   50.15  122.84    0.14   -0.83    0.54
  -94.00    6.00 2410.00   38.25  -97.05  670.96   49.74  -99.94    2.43   50.13  122.95    0.14   -0.83    0.54
  -94.00    6.00 2420.00   38.23  -97.14  675.33   49.73 -100.05    2.43   50.12  123.06    0.14   -0.83    0.55
  -94.00    6.00 2430.00   38.20  -97.22  679.70   49.71 -100.16    2.43   50.10  123.17    0.14   -0.82    0.55
  -94.00    6.00 2440.00   38.18  -97.31  684.09   49.70 -100.27    2.43   50.09  123.28    0.14   -0.82    0.55
  -94.00    6.00 2450.00   38.15  -97.40  688.49   49.68 -100.39    2.43   50.07  123.39    0.14   -0.82    0.55
  -94.00    6.00 2460.00   38.12  -97.48  692.90   49.67 -100.50    2.43   50.06  123.50    0.14   -0.82    0.55
  -94.00    6.00 2470.00   38.10  -97.57  697.32   49.65 -100.61    2.42   50.04  123.61    0.15   -0.82    0.55
  -94.00    6.00 2480.00   38.07  -97.65  701.75   49.64 -100.72    2.42   50.02  123.72    0.15   -0.82    0.56
  -94.00    6.00 2490.00   38.05  -97.74  706.20   49.62 -100.83    2.42   50.01  123.83    0.15   -0.82    0.56
  -94.00    6.00 2500.00   38.02  -97.82  710.65   49.60 -100.94    2.42   49.99  123.94    0.15   -0.82    0.56
  -93.00    6.00  600.00   42.12  -78.61   90.30   51.21  -74.20    2.63   51.89   99.55   -0.11   -0.98    0.17
  -93.00    6.00  610.00   42.11  -78.73   92.26   51.22  -74.36    2.63   51.90   99.69   -0.11   -0.98    0.17
  -93.00    6.00  620.00   42.09  -78.84   94.24   51.23  -74.53    2.63   51.90   99.83   -0.11   -0.98    0.17
  -93.00    6.00  630.00   42.08  -78.96   96.23   51.24  -74.69    2.63   51.91   99.96   -0.11   -0.98    0.17
  -93.00    6.00  640.00   42.07  -79.08   98.24   51.25  -74.86    2.63   51.91  100.10   -0.11   -0.98    0.18
  -93.00    6.00  650.00   42.06  -79.19  100.26   51.25  -75.02    2.63   51.92  100.24   -0.10   -0.98    0.18
  -93.00    6.00  660.00   42.04  -79.31  102.30   51.26  -75.19    2.63   51.92  100.38   -0.10   -0.98    0.18
  -93.00    6.00  670.00   42.03  -79.42  104.35   51.27  -75.35    2.63   51.92  100.52   -0.10   -0.98    0.18
  -93.00    6.00  680.00   42.02  -79.54  106.42   51.27  -75.52    2.63   51.93  100.66   -0.10   -0.98    0.18
  -93.00    6.00  690.00   42.01  -79.65  108.50   51.28  -75.68    2.63   51.93  100.79   -0.10   -0.98    0.19
  -93.00    6.00  700.00   41.99  -79.77  110.59   51.28  -75.85    2.63   51.94  100.93   -0.09   -0.98    0.19
  -93.00    6.00  710.00   41.98  -79.88  112.70   51.29  -76.01    2.63   51.94  101.07   -0.09   -0.98    0.19
  -93.00    6.00  720.00   41.97  -80.00  114.83   51.30  -76.17    2.63   51.94  101.21   -0.09   -0.98    0.19
  -93.00    6.00  730.00   41.95  -80.11  116.97   51.30  -76.34    2.63   51.95  101.35   -0.09   -0.98    0.20
  -93.00    6.00  740.00   41.94  -80.22  119.12   51.31  -76.50    2.63   51.95  101.48   -0.09   -0.98    0.20
  -93.00    6.00  750.00   41.93  -80.34  121.29   51.31  -76.66    2.63   51.95  101.62   -0.08   -0.98    0.20
  -93.00    6.00  760.00   41.91  -80.45  123.48   51.32  -76.83    2.63   51.95  101.76   -0.08   -0.98    0.20
  -93.00    6.00  770.00   41.90  -80.57  125.67   51.32  -76.99    2.63   51.96  101.90   -0.08   -0.98    0.21
  -93.00    6.00  780.00   41.89  -80.68  127.89   51.32  -77.15    2.63   51.96  102.04   -0.08   -0.97    0.21
  -93.00    6.00  790.00   41.87  -80.79  130.11   51.33  -77.32    2.63   51.96  102.17   -0.08   -0.97    0.21
  -93.00    6.00  800.00   41.86  -80.91  132.36   51.33  -77.48    2.63   51.96  102.31   -0.07   -0.97    0.21
  -93.00    6.00  810.00   41.84  -81.02  134.61   51.34  -77.64    2.63   51.96  102.45   -0.07   -0.97    0.22
  -93.00    6.00  820.00   41.83  -81.13  136.88   51.34  -77.81    2.63   51.96  102.59   -0.07   -0.97    0.22
  -93.00    6.00  830.00   41.82  -81.25  139.17   51.34  -77.97    2.63   51.96  102.72   -0.07   -0.97    0.22
  -93.00    6.00  840.00   41.80  -81.36  141.47   51.35  -78.13    2.63   51.96  102.86   -0.07   -0.97    0.22
  -93.00    6.00  850.00   41.79  -81.47  143.79   51.35  -78.29    2.63   51.96  103.00   -0.06   -0.97    0.22
  -93.00    6.00  860.00   41.77  -81.59  146.11   51.35  -78.45    2.63   51.96  103.13   -0.06   -0.97    0.23
  -93.00    6.00  870.00   41.76  -81.70  148.46   51.35  -78.62    2.63   51.97  103.27   -0.06   -0.97    0.23
  -93.00    6.00  880.00   41.74  -81.81  150.82   51.36  -78.78    2.63   51.96  103.41   -0.06   -0.97    0.23
  -93.00    6.00  890.00   41.73  -81.92  153.19   51.36  -78.94    2.63   51.96  103.55   -0.06   -0.97    0.23
  -93.00    6.00  900.00   41.71  -82.03  155.58   51.36  -79.10    2.63   51.96  103.68   -0.05   -0.97    0.24
  -93.00    6.00  910.00   41.70  -82.15  157.98   51.36  -79.26    2.63   51.96  103.82   -0.05   -0.97    0.24
  -93.00    6.00  920.00   41.68  -82.26  160.39   51.36  -79.42    2.63   51.96  103.95   -0.05   -0.97    0.24
  -93.00    6.00  930.00   41.67  -82.37  162.82   51.36  -79.58    2.63   51.96  104.09   -0.05   -0.97    0.24
  -93.00    6.00  940.00   41.65  -82.48  165.27   51.37  -79.74    2.63   51.96  104.23   -0.05   -0.97    0.25
  -93.00    6.00  950.00   41.64  -82.59  167.73   51.37  -79.90    2.63   51.96  104.36   -0.05   -0.97    0.25
  -93.00    6.00  960.00   41.62  -82.70  170.20   51.37  -80.06    2.63   51.96  104.50   -0.04   -0.97    0.25
  -93.00    6.00  970.00   41.61  -82.82  172.69   51.37  -80.22    2.63   51.95  104.64   -0.04   -0.97    0.25
  -93.00    6.00  980.00   41.59  -82.93  175.19   51.37  -80.38    2.63   51.95  104.77   -0.04   -0.97    0.25
  -93.00    6.00  990.00   41.57  -83.04  177.71   51.37  -80.54    2.63   51.95  104.91   -0.04   -0.97    0.26
  -93.00    6.00 1000.00   41.56  -83.15  180.24   51.37  -80.70    2.63   51.95  105.04   -0.04   -0.97    0.26
  -93.00    6.00 1010.00   41.54  -83.26  182.78   51.37  -80.86    2.63   51.95  105.18   -0.03   -0.96    0.26
  -93.00    6.00 1020.00   41.53  -83.37  185.34   51.37  -81.02    2.63   51.94  105.31   -0.03   -0.96    0.26
  -93.00    6.00 1030.00   41.51  -83.48  187.91   51.37  -81.18    2.63   51.94  105.45   -0.03   -0.96    0.27
  -93.00    6.00 1040.00   41.49  -83.59  190.50   51.36  -81.34    2.63   51.94  105.58   -0.03   -0.96    0.27
  -93.00    6.00 1050.00   41.48  -83.70  193.10   51.36  -81.49    2.63   51.94  105.72   -0.03   -0.96    0.27
  -93.00    6.00 1060.00   41.46  -83.81  195.72   51.36  -81.65    2.63   51.93  105.85   -0.02   -0.96    0.27
  -93.00    6.00 1070.00   41.45  -83.92  198.35   51.36  -81.81    2.63   51.93  105.99   -0.02   -0.96    0.28
  -93.00    6.00 1080.00   41.43  -84.03  200.99   51.36  -81.97    2.63   51.92  106.12   -0.02   -0.96    0.28
  -93.00    6.00 1090.00   41.41  -84.14  203.65   51.36  -82.12    2.63   51.92  106.26   -0.02   -0.96    0.28
  -93.00    6.00 1100.00   41.39  -84.25  206.32   51.35  -82.28    2.63   51.92  106.39   -0.02   -0.96    0.28
  -93.00    6.00 1110.00   41.38  -84.36  209.01   51.35  -82.44    2.63   51.91  106.53   -0.02   -0.96    0.28
  -93.00    6.00 1120.00   41.36  -84.47  211.71   51.35  -82.60    2.63   51.91  106.66   -0.01   -0.96    0.29
  -93.00    6.00 1130.00   41.34  -84.58  214.42   51.35  -82.75    2.63   51.90  106.80   -0.01   -0.96    0.29
  -93.00    6.00 1140.00   41.33  -84.69  217.15   51.34  -82.91    2.63   51.90  106.93   -0.01   -0.96    0.29
  -93.00    6.00 1150.00   41.31  -84.79  219.89   51.34  -83.06    2.63   51.89  107.06   -0.01   -0.96    0.29
  -93.00    6.00 1160.00   41.29  -84.90  222.65   51.34  -83.22    2.62   51.89  107.20   -0.01   -0.96    0.30
  -93.00    6.00 1170.00   41.27  -85.01  225.42   51.34  -83.37    2.62   51.88  107.33   -0.00   -0.95    0.30
  -93.00    6.00 1180.00   41.26  -85.12  228.20   51.33  -83.53    2.62   51.87  107.46   -0.00   -0.95    0.30
  -93.00    6.00 1190.00   41.24  -85.23  231.00   51.33  -83.68    2.62   51.87  107.60   -0.00   -0.95    0.30
  -93.00    6.00 1200.00   41.22  -85.34  233.81   51.32  -83.84    2.62   51.86  107.73    0.00   -0.95    0.30
