      AZ      EL   RANGE     LAT     LON     ALT  AP_LAT  AP_LON L_SHELL INV_LAT  ASPECT     CXR     CYR     CZR
  -46.00    6.00 1770.00   51.86  -89.00  420.88   61.69  -89.28    4.50   61.89  102.31   -0.61   -0.76    0.21
  -46.00    6.00 1780.00   51.90  -89.11  424.49   61.74  -89.44    4.52   61.93  102.43   -0.61   -0.76    0.22
  -46.00    6.00 1790.00   51.94  -89.22  428.12   61.78  -89.61    4.53   61.98  102.56   -0.61   -0.76    0.22
  -46.00    6.00 1800.00   51.98  -89.33  431.75   61.82  -89.77    4.54   62.02  102.68   -0.61   -0.76    0.22
  -46.00    6.00 1810.00   52.02  -89.44  435.40   61.87  -89.93    4.55   62.06  102.81   -0.60   -0.77    0.22
  -46.00    6.00 1820.00   52.06  -89.55  439.06   61.91  -90.10    4.57   62.10  102.93   -0.60   -0.77    0.22
  -46.00    6.00 1830.00   52.10  -89.66  442.74   61.95  -90.26    4.58   62.14  103.06   -0.60   -0.77    0.23
  -46.00    6.00 1840.00   52.14  -89.77  446.43   61.99  -90.42    4.59   62.18  103.18   -0.60   -0.77    0.23
  -46.00    6.00 1850.00   52.18  -89.88  450.12   62.03  -90.59    4.60   62.22  103.31   -0.59   -0.77    0.23
  -46.00    6.00 1860.00   52.22  -89.99  453.84   62.08  -90.75    4.62   62.26  103.43   -0.59   -0.77    0.23
  -46.00    6.00 1870.00   52.25  -90.10  457.56   62.12  -90.92    4.63   62.30  103.55   -0.59   -0.77    0.23
  -46.00    6.00 1880.00   52.29  -90.21  461.30   62.16  -91.08    4.64   62.34  103.68   -0.59   -0.77    0.24
  -46.00    6.00 1890.00   52.33  -90.32  465.05   62.20  -91.24    4.65   62.38  103.80   -0.58   -0.78    0.24
  -46.00    6.00 1900.00   52.37  -90.43  468.81   62.24  -91.41    4.67   62.42  103.92   -0.58   -0.78    0.24
  -46.00    6.00 1910.00   52.41  -90.54  472.59   62.28  -91.57    4.68   62.46  104.05   -0.58   -0.78    0.24
  -46.00    6.00 1920.00   52.45  -90.65  476.37   62.32  -91.74    4.69   62.50  104.17   -0.58   -0.78    0.24
  -46.00    6.00 1930.00   52.49  -90.76  480.17   62.36  -91.90    4.70   62.54  104.29   -0.58   -0.78    0.25
  -46.00    6.00 1940.00   52.52  -90.87  483.98   62.40  -92.07    4.71   62.58  104.41   -0.57   -0.78    0.25
  -46.00    6.00 1950.00   52.56  -90.98  487.81   62.44  -92.23    4.73   62.61  104.53   -0.57   -0.78    0.25
  -46.00    6.00 1960.00   52.60  -91.09  491.65   62.48  -92.40    4.74   62.65  104.66   -0.57   -0.78    0.25
  -46.00    6.00 1970.00   52.64  -91.20  495.50   62.52  -92.56    4.75   62.69  104.78   -0.57   -0.78    0.26
  -46.00    6.00 1980.00   52.68  -91.31  499.36   62.56  -92.72    4.76   62.73  104.90   -0.56   -0.78    0.26
  -46.00    6.00 1990.00   52.71  -91.42  503.23   62.60  -92.89    4.77   62.76  105.02   -0.56   -0.79    0.26
  -46.00    6.00 2000.00   52.75  -91.53  507.12   62.64  -93.06    4.79   62.80  105.14   -0.56   -0.79    0.26
  -46.00    6.00 2010.00   52.79  -91.64  511.02   62.67  -93.22    4.80   62.84  105.26   -0.56   -0.79    0.26
  -46.00    6.00 2020.00   52.82  -91.75  514.93   62.71  -93.39    4.81   62.88  105.38   -0.55   -0.79    0.27
  -46.00    6.00 2030.00   52.86  -91.86  518.85   62.75  -93.55    4.82   62.91  105.50   -0.55   -0.79    0.27
  -46.00    6.00 2040.00   52.90  -91.97  522.79   62.79  -93.72    4.83   62.95  105.62   -0.55   -0.79    0.27
  -46.00    6.00 2050.00   52.93  -92.08  526.73   62.82  -93.88    4.85   62.98  105.74   -0.55   -0.79    0.27
  -46.00    6.00 2060.00   52.97  -92.19  530.69   62.86  -94.05    4.86   63.02  105.86   -0.54   -0.79    0.27
  -46.00    6.00 2070.00   53.01  -92.30  534.67   62.90  -94.21    4.87   63.06  105.98   -0.54   -0.79    0.28
  -46.00    6.00 2080.00   53.04  -92.41  538.65   62.93  -94.38    4.88   63.09  106.10   -0.54   -0.79    0.28
  -46.00    6.00 2090.00   53.08  -92.53  542.65   62.97  -94.54    4.89   63.13  106.22   -0.54   -0.80    0.28
  -46.00    6.00 2100.00   53.12  -92.64  546.66   63.01  -94.71    4.91   63.16  106.34   -0.54   -0.80    0.28
  -46.00    6.00 2110.00   53.15  -92.75  550.68   63.04  -94.88    4.92   63.20  106.45   -0.53   -0.80    0.28
  -46.00    6.00 2120.00   53.19  -92.86  554.71   63.08  -95.04    4.93   63.23  106.57   -0.53   -0.80    0.29
  -46.00    6.00 2130.00   53.22  -92.97  558.75   63.11  -95.21    4.94   63.26  106.69   -0.53   -0.80    0.29
  -46.00    6.00 2140.00   53.26  -93.08  562.81   63.15  -95.37    4.95   63.30  106.81   -0.53   -0.80    0.29
  -46.00    6.00 2150.00   53.29  -93.19  566.88   63.18  -95.54    4.96   63.33  106.93   -0.52   -0.80    0.29
  -46.00    6.00 2160.00   53.33  -93.30  570.96   63.22  -95.70    4.98   63.37  107.04   -0.52   -0.80    0.29
  -46.00    6.00 2170.00   53.36  -93.42  575.05   63.25  -95.87    4.99   63.40  107.16   -0.52   -0.80    0.30
  -46.00    6.00 2180.00   53.40  -93.53  579.16   63.29  -96.04    5.00   63.43  107.28   -0.52   -0.80    0.30
  -46.00    6.00 2190.00   53.43  -93.64  583.28   63.32  -96.20    5.01   63.47  107.39   -0.51   -0.80    0.30
  -46.00    6.00 2200.00   53.47  -93.75  587.40   63.35  -96.37    5.02   63.50  107.51   -0.51   -0.81    0.30
  -46.00    6.00 2210.00   53.50  -93.86  591.54   63.39  -96.54    5.03   63.53  107.63   -0.51   -0.81    0.30
  -46.00    6.00 2220.00   53.53  -93.97  595.70   63.42  -96.70    5.05   63.56  107.74   -0.51   -0.81    0.30
  -46.00    6.00 2230.00   53.57  -94.08  599.86   63.45  -96.87    5.06   63.60  107.86   -0.50   -0.81    0.31
  -46.00    6.00 2240.00   53.60  -94.20  604.04   63.49  -97.03    5.07   63.63  107.97   -0.50   -0.81    0.31
  -46.00    6.00 2250.00   53.64  -94.31  608.23   63.52  -97.20    5.08   63.66  108.09   -0.50   -0.81    0.31
  -46.00    6.00 2260.00   53.67  -94.42  612.42   63.55  -97.37    5.09   63.69  108.20   -0.50   -0.81    0.31
  -46.00    6.00 2270.00   53.70  -94.53  616.64   63.59  -97.53    5.10   63.72  108.32   -0.49   -0.81    0.31
  -46.00    6.00 2280.00   53.74  -94.64  620.86   63.62  -97.70    5.11   63.75  108.43   -0.49   -0.81    0.32
  -46.00    6.00 2290.00   53.77  -94.76  625.09   63.65  -97.86    5.12   63.78  108.55   -0.49   -0.81    0.32
  -46.00    6.00 2300.00   53.80  -94.87  629.34   63.68  -98.03    5.14   63.81  108.66   -0.49   -0.81    0.32
  -46.00    6.00 2310.00   53.83  -94.98  633.60   63.71  -98.20    5.15   63.84  108.78   -0.48   -0.81    0.32
  -46.00    6.00 2320.00   53.87  -95.09  637.87   63.74  -98.36    5.16   63.87  108.89   -0.48   -0.81    0.32
  -46.00    6.00 2330.00   53.90  -95.20  642.15   63.77  -98.53    5.17   63.90  109.00   -0.48   -0.82    0.33
  -46.00    6.00 2340.00   53.93  -95.32  646.44   63.80  -98.70    5.18   63.93  109.12   -0.48   -0.82    0.33
  -46.00    6.00 2350.00   53.96  -95.43  650.75   63.84  -98.86    5.19   63.96  109.23   -0.47   -0.82    0.33
  -46.00    6.00 2360.00   54.00  -95.54  655.06   63.87  -99.03    5.20   63.99  109.34   -0.47   -0.82    0.33
  -46.00    6.00 2370.00   54.03  -95.65  659.39   63.90  -99.19    5.21   64.02  109.45   -0.47   -0.82    0.33
  -46.00    6.00 2380.00   54.06  -95.77  663.73   63.93  -99.36    5.22   64.05  109.57   -0.47   -0.82    0.33
  -46.00    6.00 2390.00   54.09  -95.88  668.08   63.95  -99.53    5.23   64.08  109.68   -0.46   -0.82    0.34
  -46.00    6.00 2400.00   54.12  -95.99  672.44   63.98  -99.69    5.24   64.11  109.79   -0.46   -0.82    0.34
  -46.00    6.00 2410.00   54.15  -96.10  676.82   64.01  -99.86    5.26   64.14  109.90   -0.46   -0.82    0.34
  -46.00    6.00 2420.00   54.19  -96.22  681.20   64.04 -100.02    5.27   64.16  110.02   -0.46   -0.82    0.34
  -46.00    6.00 2430.00   54.22  -96.33  685.60   64.07 -100.19    5.28   64.19  110.13   -0.45   -0.82    0.34
  -46.00    6.00 2440.00   54.25  -96.44  690.01   64.10 -100.36    5.29   64.22  110.24   -0.45   -0.82    0.35
  -46.00    6.00 2450.00   54.28  -96.55  694.43   64.13 -100.52    5.30   64.25  110.35   -0.45   -0.82    0.35
  -46.00    6.00 2460.00   54.31  -96.67  698.86   64.16 -100.69    5.31   64.27  110.46   -0.45   -0.82    0.35
  -46.00    6.00 2470.00   54.34  -96.78  703.30   64.18 -100.85    5.32   64.30  110.57   -0.44   -0.82    0.35
  -46.00    6.00 2480.00   54.37  -96.89  707.75   64.21 -101.02    5.33   64.33  110.68   -0.44   -0.82    0.35
  -46.00    6.00 2490.00   54.40  -97.00  712.22   64.24 -101.19    5.34   64.36  110.79   -0.44   -0.83    0.35
  -46.00    6.00 2500.00   54.43  -97.12  716.69   64.27 -101.35    5.35   64.38  110.90   -0.44   -0.83    0.36
  -45.00    6.00  600.00   46.24  -76.89   91.84   54.99  -71.58    3.12   55.50   85.83   -0.81   -0.58   -0.07
  -45.00    6.00  610.00   46.30  -76.99   93.83   55.06  -71.71    3.13   55.57   85.98   -0.81   -0.58   -0.07
  -45.00    6.00  620.00   46.36  -77.08   95.83   55.13  -71.85    3.14   55.64   86.13   -0.81   -0.59   -0.07
  -45.00    6.00  630.00   46.41  -77.17   97.85   55.20  -71.98    3.15   55.71   86.28   -0.81   -0.59   -0.06
  -45.00    6.00  640.00   46.47  -77.27   99.88   55.27  -72.11    3.16   55.77   86.43   -0.81   -0.59   -0.06
  -45.00    6.00  650.00   46.53  -77.36  101.93   55.34  -72.25    3.17   55.84   86.58   -0.81   -0.59   -0.06
  -45.00    6.00  660.00   46.58  -77.46  103.99   55.42  -72.38    3.18   55.91   86.74   -0.80   -0.59   -0.06
  -45.00    6.00  670.00   46.64  -77.55  106.07   55.49  -72.51    3.19   55.97   86.89   -0.80   -0.59   -0.05
  -45.00    6.00  680.00   46.70  -77.65  108.16   55.56  -72.65    3.20   56.04   87.04   -0.80   -0.59   -0.05
  -45.00    6.00  690.00   46.75  -77.75  110.27   55.63  -72.78    3.22   56.11   87.19   -0.80   -0.60   -0.05
  -45.00    6.00  700.00   46.81  -77.84  112.39   55.70  -72.92    3.23   56.17   87.34   -0.80   -0.60   -0.05
  -45.00    6.00  710.00   46.87  -77.94  114.52   55.77  -73.05    3.24   56.24   87.49   -0.80   -0.60   -0.04
  -45.00    6.00  720.00   46.92  -78.03  116.68   55.84  -73.19    3.25   56.30   87.64   -0.80   -0.60   -0.04
  -45.00    6.00  730.00   46.98  -78.13  118.84   55.91  -73.32    3.26   56.37   87.79   -0.80   -0.60   -0.04
  -45.00    6.00  740.00   47.03  -78.22  121.02   55.98  -73.46    3.27   56.44   87.94   -0.80   -0.60   -0.04
  -45.00    6.00  750.00   47.09  -78.32  123.22   56.05  -73.60    3.28   56.50   88.09   -0.80   -0.60   -0.03
  -45.00    6.00  760.00   47.14  -78.42  125.42   56.12  -73.73    3.29   56.57   88.24   -0.80   -0.61   -0.03
  -45.00    6.00  770.00   47.20  -78.51  127.65   56.18  -73.87    3.31   56.63   88.38   -0.79   -0.61   -0.03
  -45.00    6.00  780.00   47.25  -78.61  129.89   56.25  -74.01    3.32   56.70   88.53   -0.79   -0.61   -0.03
  -45.00    6.00  790.00   47.31  -78.71  132.14   56.32  -74.14    3.33   56.76   88.68   -0.79   -0.61   -0.02
  -45.00    6.00  800.00   47.37  -78.80  134.41   56.39  -74.28    3.34   56.82   88.83   -0.79   -0.61   -0.02
  -45.00    6.00  810.00   47.42  -78.90  136.69   56.46  -74.42    3.35   56.89   88.98   -0.79   -0.61   -0.02
  -45.00    6.00  820.00   47.47  -79.00  138.99   56.53  -74.56    3.36   56.95   89.12   -0.79   -0.61   -0.02
  -45.00    6.00  830.00   47.53  -79.10  141.30   56.59  -74.70    3.37   57.02   89.27   -0.79   -0.62   -0.01
  -45.00    6.00  840.00   47.58  -79.19  143.62   56.66  -74.84    3.39   57.08   89.42   -0.79   -0.62   -0.01
  -45.00    6.00  850.00   47.64  -79.29  145.97   56.73  -74.98    3.40   57.14   89.57   -0.79   -0.62   -0.01
  -45.00    6.00  860.00   47.69  -79.39  148.32   56.79  -75.12    3.41   57.21   89.71   -0.78   -0.62   -0.00
  -45.00    6.00  870.00   47.75  -79.49  150.69   56.86  -75.26    3.42   57.27   89.86   -0.78   -0.62   -0.00
  -45.00    6.00  880.00   47.80  -79.58  153.07   56.93  -75.40    3.43   57.33   90.01   -0.78   -0.62    0.00
  -45.00    6.00  890.00   47.85  -79.68  155.47   56.99  -75.54    3.44   57.40   90.15   -0.78   -0.62    0.00
  -45.00    6.00  900.00   47.91  -79.78  157.88   57.06  -75.68    3.46   57.46   90.30   -0.78   -0.63    0.01
  -45.00    6.00  910.00   47.96  -79.88  160.31   57.13  -75.82    3.47   57.52   90.44   -0.78   -0.63    0.01
  -45.00    6.00  920.00   48.02  -79.98  162.75   57.19  -75.96    3.48   57.58   90.59   -0.78   -0.63    0.01
  -45.00    6.00  930.00   48.07  -80.08  165.21   57.26  -76.11    3.49   57.64   90.74   -0.78   -0.63    0.01
  -45.00    6.00  940.00   48.12  -80.18  167.68   57.32  -76.25    3.50   57.71   90.88   -0.78   -0.63    0.02
  -45.00    6.00  950.00   48.17  -80.27  170.16   57.39  -76.39    3.52   57.77   91.03   -0.77   -0.63    0.02
  -45.00    6.00  960.00   48.23  -80.37  172.66   57.45  -76.53    3.53   57.83   91.17   -0.77   -0.63    0.02
  -45.00    6.00  970.00   48.28  -80.47  175.17   57.52  -76.68    3.54   57.89   91.31   -0.77   -0.64    0.02
  -45.00    6.00  980.00   48.33  -80.57  177.70   57.58  -76.82    3.55   57.95   91.46   -0.77   -0.64    0.03
  -45.00    6.00  990.00   48.39  -80.67  180.24   57.64  -76.96    3.56   58.01   91.60   -0.77   -0.64    0.03
  -45.00    6.00 1000.00   48.44  -80.77  182.80   57.71  -77.11    3.58   58.07   91.75   -0.77   -0.64    0.03
  -45.00    6.00 1010.00   48.49  -80.87  185.37   57.77  -77.25    3.59   58.13   91.89   -0.77   -0.64    0.03
  -45.00    6.00 1020.00   48.54  -80.97  187.95   57.83  -77.40    3.60   58.19   92.03   -0.76   -0.64    0.04
  -45.00    6.00 1030.00   48.60  -81.07  190.55   57.90  -77.54    3.61   58.25   92.18   -0.76   -0.64    0.04
  -45.00    6.00 1040.00   48.65  -81.17  193.16   57.96  -77.69    3.62   58.31   92.32   -0.76   -0.65    0.04
  -45.00    6.00 1050.00   48.70  -81.27  195.79   58.02  -77.83    3.64   58.37   92.46   -0.76   -0.65    0.04
  -45.00    6.00 1060.00   48.75  -81.37  198.43   58.08  -77.98    3.65   58.43   92.60   -0.76   -0.65    0.05
  -45.00    6.00 1070.00   48.80  -81.47  201.09   58.15  -78.13    3.66   58.49   92.75   -0.76   -0.65    0.05
  -45.00    6.00 1080.00   48.85  -81.57  203.76   58.21  -78.27    3.67   58.55   92.89   -0.76   -0.65    0.05
  -45.00    6.00 1090.00   48.91  -81.67  206.44   58.27  -78.42    3.69   58.61   93.03   -0.75   -0.65    0.05
  -45.00    6.00 1100.00   48.96  -81.77  209.14   58.33  -78.57    3.70   58.67   93.17   -0.75   -0.66    0.06
  -45.00    6.00 1110.00   49.01  -81.87  211.85   58.39  -78.71    3.71   58.72   93.31   -0.75   -0.66    0.06
  -45.00    6.00 1120.00   49.06  -81.97  214.57   58.45  -78.86    3.72   58.78   93.45   -0.75   -0.66    0.06
  -45.00    6.00 1130.00   49.11  -82.08  217.31   58.51  -79.01    3.74   58.84   93.60   -0.75   -0.66    0.06
  -45.00    6.00 1140.00   49.16  -82.18  220.07   58.57  -79.16    3.75   58.90   93.74   -0.75   -0.66    0.07
  -45.00    6.00 1150.00   49.21  -82.28  222.83   58.63  -79.31    3.76   58.96   93.88   -0.75   -0.66    0.07
  -45.00    6.00 1160.00   49.26  -82.38  225.61   58.69  -79.45    3.77   59.01   94.02   -0.74   -0.66    0.07
  -45.00    6.00 1170.00   49.31  -82.48  228.41   58.75  -79.60    3.79   59.07   94.16   -0.74   -0.67    0.07
  -45.00    6.00 1180.00   49.36  -82.58  231.22   58.81  -79.75    3.80   59.13   94.30   -0.74   -0.67    0.07
  -45.00    6.00 1190.00   49.41  -82.69  234.04   58.87  -79.90    3.81   59.18   94.44   -0.74   -0.67    0.08
  -45.00    6.00 1200.00   49.46  -82.79  236.88   58.93  -80.05    3.82   59.24   94.57   -0.74   -0.67    0.08
  -45.00    6.00 1210.00   49.51  -82.89  239.73   58.99  -80.20    3.84   59.30   94.71   -0.74   -0.67    0.08
  -45.00    6.00 1220.00   49.56  -82.99  242.60   59.05  -80.35    3.85   59.35   94.85   -0.74   -0.67    0.08
  -45.00    6.00 1230.00   49.61  -83.09  245.47   59.11  -80.50    3.86   59.41   94.99   -0.73   -0.67    0.09
  -45.00    6.00 1240.00   49.66  -83.20  248.37   59.16  -80.65    3.87   59.46   95.13   -0.73   -0.68    0.09
  -45.00    6.00 1250.00   49.71  -83.30  251.27   59.22  -80.80    3.89   59.52   95.27   -0.73   -0.68    0.09
  -45.00    6.00 1260.00   49.76  -83.40  254.19   59.28  -80.96    3.90   59.57   95.41   -0.73   -0.68    0.09
  -45.00    6.00 1270.00   49.81  -83.51  257.13   59.34  -81.11    3.91   59.63   95.54   -0.73   -0.68    0.10
  -45.00    6.00 1280.00   49.86  -83.61  260.07   59.39  -81.26    3.92   59.68   95.68   -0.73   -0.68    0.10
  -45.00    6.00 1290.00   49.90  -83.71  263.04   59.45  -81.41    3.94   59.74   95.82   -0.72   -0.68    0.10
  -45.00    6.00 1300.00   49.95  -83.81  266.01   59.51  -81.56    3.95   59.79   95.95   -0.72   -0.68    0.10
  -45.00    6.00 1310.00   50.00  -83.92  269.00   59.56  -81.72    3.96   59.85   96.09   -0.72   -0.69    0.11
  -45.00    6.00 1320.00   50.05  -84.02  272.00   59.62  -81.87    3.98   59.90   96.23   -0.72   -0.69    0.11
  -45.00    6.00 1330.00   50.10  -84.12  275.02   59.68  -82.02    3.99   59.95   96.36   -0.72   -0.69    0.11
  -45.00    6.00 1340.00   50.15  -84.23  278.05   59.73  -82.18    4.00   60.01   96.50   -0.71   -0.69    0.11
  -45.00    6.00 1350.00   50.19  -84.33  281.09   59.79  -82.33    4.01   60.06   96.64   -0.71   -0.69    0.12
  -45.00    6.00 1360.00   50.24  -84.44  284.15   59.84  -82.48    4.03   60.11   96.77   -0.71   -0.69    0.12
  -45.00    6.00 1370.00   50.29  -84.54  287.22   59.90  -82.64    4.04   60.17   96.91   -0.71   -0.69    0.12
  -45.00    6.00 1380.00   50.34  -84.64  290.30   59.95  -82.79    4.05   60.22   97.04   -0.71   -0.70    0.12
  -45.00    6.00 1390.00   50.38  -84.75  293.40   60.01  -82.95    4.07   60.27   97.18   -0.71   -0.70    0.12
  -45.00    6.00 1400.00   50.43  -84.85  296.51   60.06  -83.10    4.08   60.32   97.31   -0.70   -0.70    0.13
  -45.00    6.00 1410.00   50.48  -84.96  299.64   60.11  -83.26    4.09   60.38   97.45   -0.70   -0.70    0.13
  -45.00    6.00 1420.00   50.52  -85.06  302.78   60.17  -83.41    4.11   60.43   97.58   -0.70   -0.70    0.13
  -45.00    6.00 1430.00   50.57  -85.17  305.93   60.22  -83.57    4.12   60.48   97.71   -0.70   -0.70    0.13
  -45.00    6.00 1440.00   50.62  -85.27  309.09   60.28  -83.72    4.13   60.53   97.85   -0.70   -0.70    0.14
  -45.00    6.00 1450.00   50.66  -85.38  312.27   60.33  -83.88    4.14   60.58   97.98   -0.69   -0.71    0.14
  -45.00    6.00 1460.00   50.71  -85.48  315.46   60.38  -84.03    4.16   60.63   98.11   -0.69   -0.71    0.14
  -45.00    6.00 1470.00   50.76  -85.59  318.67   60.43  -84.19    4.17   60.68   98.25   -0.69   -0.71    0.14
  -45.00    6.00 1480.00   50.80  -85.69  321.89   60.49  -84.35    4.18   60.73   98.38   -0.69   -0.71    0.15
  -45.00    6.00 1490.00   50.85  -85.80  325.12   60.54  -84.50    4.20   60.78   98.51   -0.69   -0.71    0.15
  -45.00    6.00 1500.00   50.89  -85.90  328.37   60.59  -84.66    4.21   60.83   98.64   -0.69   -0.71    0.15
  -45.00    6.00 1510.00   50.94  -86.01  331.62   60.64  -84.82    4.22   60.88   98.78   -0.68   -0.71    0.15
  -45.00    6.00 1520.00   50.99  -86.11  334.90   60.69  -84.97    4.24   60.93   98.91   -0.68   -0.72    0.15
  -45.00    6.00 1530.00   51.03  -86.22  338.18   60.74  -85.13    4.25   60.98   99.04   -0.68   -0.72    0.16
  -45.00    6.00 1540.00   51.08  -86.32  341.48   60.79  -85.29    4.26   61.03   99.17   -0.68   -0.72    0.16
  -45.00    6.00 1550.00   51.12  -86.43  344.79   60.84  -85.45    4.28   61.08   99.30   -0.68   -0.72    0.16
  -45.00    6.00 1560.00   51.17  -86.54  348.12   60.89  -85.61    4.29   61.13   99.43   -0.67   -0.72    0.16
  -45.00    6.00 1570.00   51.21  -86.64  351.46   60.94  -85.76    4.30   61.17   99.56   -0.67   -0.72    0.17
  -45.00    6.00 1580.00   51.26  -86.75  354.81   60.99  -85.92    4.31   61.22   99.69   -0.67   -0.72    0.17
  -45.00    6.00 1590.00   51.30  -86.85  358.17   61.04  -86.08    4.33   61.27   99.82   -0.67   -0.72    0.17
  -45.00    6.00 1600.00   51.34  -86.96  361.55   61.09  -86.24    4.34   61.32   99.95   -0.67   -0.73    0.17
  -45.00    6.00 1610.00   51.39  -87.07  364.94   61.14  -86.40    4.35   61.36  100.08   -0.66   -0.73    0.18
  -45.00    6.00 1620.00   51.43  -87.17  368.34   61.19  -86.56    4.37   61.41  100.21   -0.66   -0.73    0.18
  -45.00    6.00 1630.00   51.48  -87.28  371.76   61.24  -86.72    4.38   61.46  100.34   -0.66   -0.73    0.18
  -45.00    6.00 1640.00   51.52  -87.39  375.19   61.29  -86.88    4.39   61.50  100.47   -0.66   -0.73    0.18
  -45.00    6.00 1650.00   51.56  -87.49  378.64   61.34  -87.04    4.41   61.55  100.60   -0.65   -0.73    0.18
  -45.00    6.00 1660.00   51.61  -87.60  382.09   61.38  -87.20    4.42   61.60  100.73   -0.65   -0.73    0.19
  -45.00    6.00 1670.00   51.65  -87.71  385.56   61.43  -87.36    4.43   61.64  100.86   -0.65   -0.74    0.19
  -45.00    6.00 1680.00   51.69  -87.82  389.04   61.48  -87.52    4.45   61.69  100.98   -0.65   -0.74    0.19
  -45.00    6.00 1690.00   51.74  -87.92  392.54   61.53  -87.68    4.46   61.73  101.11   -0.65   -0.74    0.19
  -45.00    6.00 1700.00   51.78  -88.03  396.05   61.57  -87.84    4.47   61.78  101.24   -0.64   -0.74    0.19
  -45.00    6.00 1710.00   51.82  -88.14  399.57   61.62  -88.00    4.49   61.83  101.37   -0.64   -0.74    0.20
  -45.00    6.00 1720.00   51.87  -88.25  403.10   61.67  -88.16    4.50   61.87  101.50   -0.64   -0.74    0.20
  -45.00    6.00 1730.00   51.91  -88.35  406.65   61.71  -88.32    4.51   61.91  101.62   -0.64   -0.74    0.20
  -45.00    6.00 1740.00   51.95  -88.46  410.21   61.76  -88.48    4.52   61.96  101.75   -0.64   -0.74    0.20
  -45.00    6.00 1750.00   51.99  -88.57  413.78   61.80  -88.64    4.54   62.00  101.88   -0.63   -0.75    0.21
  -45.00    6.00 1760.00   52.03  -88.68  417.37   61.85  -88.81    4.55   62.05  102.00   -0.63   -0.75    0.21
  -45.00    6.00 1770.00   52.08  -88.78  420.96   61.89  -88.97    4.56   62.09  102.13   -0.63   -0.75    0.21
  -45.00    6.00 1780.00   52.12  -88.89  424.58   61.94  -89.13    4.58   62.13  102.25   -0.63   -0.75    0.21
  -45.00    6.00 1790.00   52.16  -89.00  428.20   61.98  -89.29    4.59   62.18  102.38   -0.62   -0.75    0.21
  -45.00    6.00 1800.00   52.20  -89.11  431.84   62.03  -89.45    4.60   62.22  102.50   -0.62   -0.75    0.22
  -45.00    6.00 1810.00   52.24  -89.22  435.48   62.07  -89.62    4.62   62.26  102.63   -0.62   -0.75    0.22
  -45.00    6.00 1820.00   52.28  -89.33  439.15   62.12  -89.78    4.63   62.31  102.75   -0.62   -0.75    0.22
  -45.00    6.00 1830.00   52.33  -89.43  442.82   62.16  -89.94    4.64   62.35  102.88   -0.62   -0.76    0.22
  -45.00    6.00 1840.00   52.37  -89.54  446.51   62.20  -90.10    4.66   62.39  103.00   -0.61   -0.76    0.23
  -45.00    6.00 1850.00   52.41  -89.65  450.21   62.25  -90.27    4.67   62.43  103.13   -0.61   -0.76    0.23
  -45.00    6.00 1860.00   52.45  -89.76  453.92   62.29  -90.43    4.68   62.47  103.25   -0.61   -0.76    0.23
  -45.00    6.00 1870.00   52.49  -89.87  457.65   62.33  -90.59    4.69   62.51  103.37   -0.61   -0.76    0.23
  -45.00    6.00 1880.00   52.53  -89.98  461.38   62.38  -90.76    4.71   62.56  103.50   -0.60   -0.76    0.23
  -45.00    6.00 1890.00   52.57  -90.09  465.13   62.42  -90.92    4.72   62.60  103.62   -0.60   -0.76    0.24
  -45.00    6.00 1900.00   52.61  -90.20  468.90   62.46  -91.08    4.73   62.64  103.74   -0.60   -0.76    0.24
  -45.00    6.00 1910.00   52.65  -90.31  472.67   62.50  -91.25    4.75   62.68  103.87   -0.60   -0.77    0.24
  -45.00    6.00 1920.00   52.69  -90.41  476.46   62.54  -91.41    4.76   62.72  103.99   -0.60   -0.77    0.24
  -45.00    6.00 1930.00   52.73  -90.52  480.26   62.59  -91.58    4.77   62.76  104.11   -0.59   -0.77    0.24
  -45.00    6.00 1940.00   52.77  -90.63  484.07   62.63  -91.74    4.79   62.80  104.23   -0.59   -0.77    0.25
  -45.00    6.00 1950.00   52.81  -90.74  487.90   62.67  -91.90    4.80   62.84  104.36   -0.59   -0.77    0.25
  -45.00    6.00 1960.00   52.85  -90.85  491.73   62.71  -92.07    4.81   62.88  104.48   -0.59   -0.77    0.25
  -45.00    6.00 1970.00   52.89  -90.96  495.58   62.75  -92.23    4.82   62.92  104.60   -0.58   -0.77    0.25
  -45.00    6.00 1980.00   52.92  -91.07  499.45   62.79  -92.40    4.84   62.96  104.72   -0.58   -0.77    0.25
  -45.00    6.00 1990.00   52.96  -91.18  503.32   62.83  -92.56    4.85   62.99  104.84   -0.58   -0.77    0.26
  -45.00    6.00 2000.00   53.00  -91.29  507.21   62.87  -92.73    4.86   63.03  104.96   -0.58   -0.78    0.26
  -45.00    6.00 2010.00   53.04  -91.40  511.11   62.91  -92.89    4.88   63.07  105.08   -0.57   -0.78    0.26
  -45.00    6.00 2020.00   53.08  -91.51  515.02   62.95  -93.06    4.89   63.11  105.20   -0.57   -0.78    0.26
  -45.00    6.00 2030.00   53.12  -91.62  518.94   62.99  -93.22    4.90   63.15  105.32   -0.57   -0.78    0.26
  -45.00    6.00 2040.00   53.15  -91.73  522.88   63.03  -93.39    4.91   63.18  105.44   -0.57   -0.78    0.27
  -45.00    6.00 2050.00   53.19  -91.84  526.83   63.06  -93.55    4.93   63.22  105.56   -0.56   -0.78    0.27
  -45.00    6.00 2060.00   53.23  -91.95  530.79   63.10  -93.72    4.94   63.26  105.68   -0.56   -0.78    0.27
